variant,max_positions,risk_config,risk_policy,extension_policy,entry_limit,entry_decision,entry_system,min_drop,profit_target,max_hold_days,universe_size,loaded_tickers,data_errors,start,end,final,cagr,maxdd,calmar,trades,round_trips,win_rate,avg_trade,risk_events
turbo,2,risk_balanced,half_elevated,none,none,current_top2,universe,n/a,n/a,n/a,55,55,0,2018-01-02,2026-05-08,46.82642203688921,0.5855480422199202,-0.3577905640601561,1.6365664750216016,282,140,0.4357142857142857,0.0541163499459147,661
turbo,3,risk_balanced,half_elevated,none,none,current_top3,universe,n/a,n/a,n/a,55,55,0,2018-01-02,2026-05-08,24.680974539492937,0.46842071503395943,-0.3275960057257139,1.4298730962738104,425,211,0.4075829383886256,0.04822405657036306,661
turbo,2,risk_balanced,half_elevated,none,none,expanded_growth_top2,universe,n/a,n/a,n/a,117,117,0,2018-01-02,2026-05-08,4.664333399885731,0.20265994394436904,-0.7022188641719886,0.2885994015317897,426,212,0.3915094339622642,0.032866998175127816,661
turbo,3,risk_balanced,half_elevated,none,none,expanded_with_etfs_top3,universe,n/a,n/a,n/a,137,137,0,2018-01-02,2026-05-08,4.067787764534099,0.18309885683652172,-0.6642148217355466,0.2756621063620611,613,303,0.39933993399339934,0.02774294202285214,661
turbo,3,risk_balanced,half_elevated,none,none,expanded_growth_top3,universe,n/a,n/a,n/a,117,117,0,2018-01-02,2026-05-08,3.4639574667875914,0.16053548266312156,-0.5611520929585498,0.28608194583527946,589,293,0.40955631399317405,0.028199581366696834,661
turbo,2,risk_balanced,half_elevated,none,none,expanded_with_etfs_top2,universe,n/a,n/a,n/a,137,137,0,2018-01-02,2026-05-08,2.0533494716523357,0.09004207635580674,-0.7799270788025711,0.11544935264210744,438,218,0.3853211009174312,0.024107725275106885,661
