Date,Value
2018-01-02,1.0
2018-01-03,1.0
2018-01-04,1.0
2018-01-05,1.0
2018-01-08,1.0243276923826679
2018-01-09,1.0229975330202634
2018-01-10,1.0227144981948413
2018-01-11,1.0309463022735683
2018-01-12,1.0410747351262177
2018-01-16,1.0380034822883486
2018-01-17,1.0676603558799171
2018-01-18,1.0571724226008223
2018-01-19,1.0643337548097938
2018-01-22,1.086961784822412
2018-01-23,1.0938498939584274
2018-01-24,1.056759391382227
2018-01-25,1.0635556725010984
2018-01-26,1.096775208215743
2018-01-29,1.1291006661264205
2018-01-30,1.1122854322539586
2018-01-31,1.097436833209395
2018-02-01,1.0749073245736205
2018-02-02,1.0635367238351474
2018-02-05,1.0158970317558536
2018-02-06,1.0158970317558536
2018-02-07,1.0158970317558536
2018-02-08,1.0158970317558536
2018-02-09,1.0158970317558536
2018-02-12,1.0313067930626802
2018-02-13,1.0277566844643222
2018-02-14,1.0592307032684936
2018-02-15,1.0744078495894998
2018-02-16,1.071779991921023
2018-02-20,1.0826241940702046
2018-02-21,1.0647814177339423
2018-02-22,1.0644968706786653
2018-02-23,1.0781522018327183
2018-02-26,1.0849384139130296
2018-02-27,1.0842257243349052
2018-02-28,1.0861342228846764
2018-03-01,1.0823356799827764
2018-03-02,1.0928672430094868
2018-03-05,1.1121506350989696
2018-03-06,1.1270177514724375
2018-03-07,1.1273980162303434
2018-03-08,1.1308908344597866
2018-03-09,1.1490405510251396
2018-03-12,1.1367463641411515
2018-03-13,1.1254576627794934
2018-03-14,1.1330845342434401
2018-03-15,1.135010592108878
2018-03-16,1.13196000370257
2018-03-19,1.123658162109538
2018-03-20,1.1431353603625258
2018-03-21,1.1344660557208428
2018-03-22,1.1164786731464613
2018-03-23,1.1028701042474713
2018-03-26,1.1121852307104736
2018-03-27,1.0923822134799925
2018-03-28,1.087304094366428
2018-03-29,1.087304094366428
2018-04-02,1.073009163206933
2018-04-03,1.0837632688415202
2018-04-04,1.0923815039851794
2018-04-05,1.1052474080931958
2018-04-06,1.0930191625302712
2018-04-09,1.0880737320544023
2018-04-10,1.095457342743106
2018-04-11,1.0948201241563178
2018-04-12,1.108610912945933
2018-04-13,1.0994058438746415
2018-04-16,1.104722824803929
2018-04-17,1.1150679645426402
2018-04-18,1.1162970319994416
2018-04-19,1.1083075877692186
2018-04-20,1.1047546023374641
2018-04-23,1.102795434791387
2018-04-24,1.103125516110311
2018-04-25,1.1016698736297625
2018-04-26,1.1152251614568074
2018-04-27,1.1116693679077212
2018-04-30,1.1058924935945886
2018-05-01,1.1173169254501183
2018-05-02,1.1158348398217575
2018-05-03,1.1107378194482305
2018-05-04,1.1178994677622636
2018-05-07,1.125611842626077
2018-05-08,1.1321227217795187
2018-05-09,1.1431434459652146
2018-05-10,1.1454408687653337
2018-05-11,1.1383937310475736
2018-05-14,1.1362720390308345
2018-05-15,1.1343211994552638
2018-05-16,1.1344135263024018
2018-05-17,1.135675274774416
2018-05-18,1.13135963644678
2018-05-21,1.143173596673947
2018-05-22,1.1402813341799578
2018-05-23,1.1483642449611908
2018-05-24,1.1491485343567467
2018-05-25,1.1530095561544074
2018-05-29,1.1501997750317252
2018-05-30,1.1548528717699484
2018-05-31,1.1499276004416812
2018-06-01,1.1615326866852103
2018-06-04,1.158548823862005
2018-06-05,1.1505727899555585
2018-06-06,1.1518880791576884
2018-06-07,1.1359465259825323
2018-06-08,1.1315564968993586
2018-06-11,1.1480735212605975
2018-06-12,1.1541188036400674
2018-06-13,1.1726920572737205
2018-06-14,1.172788680294557
2018-06-15,1.173858308483915
2018-06-18,1.1941480733493361
2018-06-19,1.1785432584968962
2018-06-20,1.1722270222264743
2018-06-21,1.1399027375799091
2018-06-22,1.1454759059889894
2018-06-25,1.1056125171122229
2018-06-26,1.1305986347452521
2018-06-27,1.1045712959992502
2018-06-28,1.1207446411919244
2018-06-29,1.1060464757620831
2018-07-02,1.1171143903009717
2018-07-03,1.105777405998536
2018-07-05,1.1298946923549908
2018-07-06,1.1687884036628817
2018-07-09,1.1856233499349316
2018-07-10,1.1810428391695236
2018-07-11,1.1727656287189712
2018-07-12,1.1799149618381517
2018-07-13,1.1566803007330018
2018-07-16,1.1714926084620312
2018-07-17,1.1628729978046515
2018-07-18,1.1621298945101945
2018-07-19,1.1569282423152276
2018-07-20,1.149125870322123
2018-07-23,1.1399978247763074
2018-07-24,1.1077780600918796
2018-07-25,1.1197716737738999
2018-07-26,1.2034196587798212
2018-07-27,1.2122040271093497
2018-07-30,1.2138036611116534
2018-07-31,1.1728178521417727
2018-08-01,1.1830232572555637
2018-08-02,1.1825368870188384
2018-08-03,1.171390550200678
2018-08-06,1.2014592430345807
2018-08-07,1.2079737496279397
2018-08-08,1.1823070537707858
2018-08-09,1.164472999901206
2018-08-10,1.1629867933122924
2018-08-13,1.1821057727113036
2018-08-14,1.2016491356945118
2018-08-15,1.1859101389613598
2018-08-16,1.1749432889321503
2018-08-17,1.1961388800931887
2018-08-20,1.2057234840122364
2018-08-21,1.2212569943586065
2018-08-22,1.250242379443423
2018-08-23,1.3147190161710334
2018-08-24,1.3916250571465982
2018-08-27,1.443388646236688
2018-08-28,1.4430002947160046
2018-08-29,1.4489299666991495
2018-08-30,1.4251503138809674
2018-08-31,1.4481717255090119
2018-09-04,1.5675955764639344
2018-09-05,1.5728374683038335
2018-09-06,1.595066291342465
2018-09-07,1.5871715931657064
2018-09-10,1.7043821320689465
2018-09-11,1.7226640529657302
2018-09-12,1.780884783943197
2018-09-13,1.711332391502364
2018-09-14,1.80018997737224
2018-09-17,1.7864923601252503
2018-09-18,1.7820304493566186
2018-09-19,1.751287115576514
2018-09-20,1.7443268129595417
2018-09-21,1.7321086915372133
2018-09-24,1.7979565165509714
2018-09-25,1.8090172379497305
2018-09-26,1.7901934404285704
2018-09-27,1.783811048753607
2018-09-28,1.7290608229154176
2018-10-01,1.7295758020933825
2018-10-02,1.6208009106938777
2018-10-03,1.534819839476301
2018-10-04,1.515549332458407
2018-10-05,1.515549332458407
2018-10-08,1.5150466160143359
2018-10-09,1.5200952110949593
2018-10-10,1.491798950904216
2018-10-11,1.491798950904216
2018-10-12,1.491798950904216
2018-10-15,1.4943130772369209
