Date,Ticker,Side,Price,Reason
2018-01-04,INTC,buy,36.53485657887646,dip_3pct_ride_trend
2018-01-04,INTC,sell,37.298797607421875,sma50_exit
2018-01-25,TXN,buy,87.56168609409514,dip_3pct_ride_trend
2018-02-01,NFLX,buy,26.641000747680664,dip_3pct_ride_trend
2018-02-05,TXN,sell,82.76477813720703,sma50_exit
2018-02-06,MELI,buy,345.0899963378906,dip_3pct_ride_trend
2018-02-09,NFLX,sell,24.078858307429723,stop
2018-02-22,SHOP,buy,13.395999908447266,dip_3pct_ride_trend
2018-03-19,MELI,sell,366.510009765625,sma50_exit
2018-03-20,KLAC,buy,102.75065799130145,dip_3pct_ride_trend
2018-03-23,KLAC,sell,96.06400299072266,sma50_exit
2018-03-26,MU,buy,54.8696602411908,dip_3pct_ride_trend
2018-03-26,SHOP,sell,13.89567494392395,stop
2018-03-27,SHOP,buy,13.625,dip_3pct_ride_trend
2018-03-27,SHOP,sell,12.881999969482422,sma50_exit
2018-03-28,NFLX,buy,29.839000701904297,dip_3pct_ride_trend
2018-04-02,NFLX,sell,28.02899932861328,sma50_exit
2018-04-04,MU,sell,48.285301012247906,stop
2018-05-16,NVDA,buy,6.035838809143949,dip_3pct_ride_trend
2018-05-18,MU,buy,52.27538510450153,dip_3pct_ride_trend
2018-06-22,NVDA,sell,6.253740480212118,stop
2018-06-22,MU,sell,56.3545373760061,stop
2018-06-26,AMD,buy,15.319999694824219,dip_3pct_ride_trend
2018-06-26,NFLX,buy,39.327999114990234,dip_3pct_ride_trend
2018-07-17,NFLX,sell,37.46549987792969,stop
2018-07-30,SHOP,buy,15.979999542236328,dip_3pct_ride_trend
2018-07-30,SHOP,sell,14.807999610900879,sma50_exit
2018-07-31,ISRG,buy,168.23333740234375,dip_3pct_ride_trend
2018-10-03,AMD,sell,27.994799499511718,stop
2018-10-05,ISRG,sell,182.32750701904297,stop
2019-02-27,MDB,buy,97.19000244140625,dip_3pct_ride_trend
2019-02-28,AMD,buy,23.209999084472656,dip_3pct_ride_trend
2019-03-08,AMD,sell,21.704999923706055,stop
2019-03-25,ZS,buy,65.55000305175781,dip_3pct_ride_trend
2019-04-04,ZS,sell,62.26175117492676,stop
2019-04-05,ZS,buy,63.5,dip_3pct_ride_trend
2019-04-08,MDB,sell,132.60225296020508,stop
2019-04-10,AMD,buy,27.459999084472656,dip_3pct_ride_trend
2019-05-13,AMD,sell,26.239999771118164,sma50_exit
2019-05-14,CDNS,buy,67.2699966430664,dip_3pct_ride_trend
2019-05-20,CDNS,sell,64.62000274658203,sma50_exit
2019-05-30,SHOP,buy,27.510000228881836,dip_3pct_ride_trend
2019-05-31,ZS,sell,66.96199417114258,stop
2019-06-12,MDB,buy,163.6999969482422,dip_3pct_ride_trend
2019-06-25,SHOP,sell,29.95562505722046,stop
2019-06-26,SHOP,buy,28.902000427246094,dip_3pct_ride_trend
2019-06-27,MDB,sell,149.69200134277344,stop
2019-07-31,MELI,buy,636.9000244140625,dip_3pct_ride_trend
2019-08-02,MELI,sell,614.7100219726562,sma50_exit
2019-08-06,AMAT,buy,43.460395215091474,dip_3pct_ride_trend
2019-08-23,AMAT,sell,42.433956146240234,sma50_exit
2019-09-04,QCOM,buy,65.07805395051761,dip_3pct_ride_trend
2019-09-09,SHOP,sell,36.04390048980713,stop
2019-09-11,SNPS,buy,134.82000732421875,dip_3pct_ride_trend
2019-09-11,SNPS,sell,134.63999938964844,sma50_exit
2019-09-16,AVGO,buy,24.152908139119734,dip_3pct_ride_trend
2019-09-24,AVGO,sell,23.993547439575195,sma50_exit
2019-09-30,LRCX,buy,21.282400956612783,dip_3pct_ride_trend
2019-10-02,QCOM,sell,63.950553652422954,stop
2019-10-09,KLAC,buy,145.38868511915786,dip_3pct_ride_trend
2019-11-21,KLAC,sell,155.77950587596447,stop
2019-11-22,AMD,buy,39.36000061035156,dip_3pct_ride_trend
2019-11-22,LRCX,sell,24.338397243018246,stop
2019-11-25,TSLA,buy,22.954666137695312,dip_3pct_ride_trend
2020-01-27,AMD,sell,48.05000019073486,stop
2020-01-28,SHOP,buy,45.349998474121094,dip_3pct_ride_trend
2020-02-05,TSLA,sell,53.37417030334473,stop
2020-02-06,TSLA,buy,46.66133117675781,dip_3pct_ride_trend
2020-02-20,SHOP,sell,51.27764892578125,stop
2020-02-24,NVDA,buy,6.724346253360138,dip_3pct_ride_trend
2020-02-27,TSLA,sell,51.647972640991206,stop
2020-02-28,TSLA,buy,41.97999954223633,dip_3pct_ride_trend
2020-03-09,NVDA,sell,5.961412681994894,stop
2020-03-09,TSLA,sell,44.11490768432617,stop
2020-04-13,ZS,buy,64.01000213623047,dip_3pct_ride_trend
2020-04-16,GILD,buy,59.57125851778162,dip_3pct_ride_trend
2020-05-15,GILD,sell,60.09263108118823,stop
2020-05-19,SHOP,buy,74.54199981689453,dip_3pct_ride_trend
2020-05-27,SHOP,sell,69.8650016784668,stop
2020-06-02,CSCO,buy,38.940616441803975,dip_3pct_ride_trend
2020-06-11,CSCO,sell,37.19710021771493,stop
2020-06-12,TSLA,buy,65.33333587646484,dip_3pct_ride_trend
2020-07-13,TSLA,sell,98.12612030029297,stop
2020-07-14,TSLA,buy,103.73332977294922,dip_3pct_ride_trend
2020-07-24,TSLA,sell,92.33199874877928,stop
2020-07-27,TSLA,buy,95.66666412353516,dip_3pct_ride_trend
2020-08-10,ZS,sell,119.02600479125977,stop
2020-08-11,AMD,buy,80.70999908447266,dip_3pct_ride_trend
2020-09-02,TSLA,sell,137.34727233886719,stop
2020-09-03,TSLA,buy,135.7433319091797,dip_3pct_ride_trend
2020-09-03,AMD,sell,83.23750114440918,stop
2020-09-04,NVDA,buy,12.74344435701428,dip_3pct_ride_trend
2020-09-08,TSLA,sell,119.45413208007812,stop
2020-09-09,TSLA,buy,118.86666870117188,dip_3pct_ride_trend
2020-09-23,TSLA,sell,126.26359649658202,stop
2020-09-24,CRM,buy,232.42757450216354,dip_3pct_ride_trend
2020-10-22,CRM,sell,243.24131225301892,stop
2020-10-23,DDOG,buy,99.61000061035156,dip_3pct_ride_trend
2020-10-26,NVDA,sell,13.0036849422691,stop
2020-10-27,NVDA,buy,13.264048592896252,dip_3pct_ride_trend
2020-10-28,NVDA,sell,12.587189674377441,sma50_exit
2020-10-30,DDOG,sell,90.75,sma50_exit
2020-11-02,MELI,buy,1229.449951171875,dip_3pct_ride_trend
2020-11-10,SNPS,buy,229.6699981689453,dip_3pct_ride_trend
2020-11-10,MELI,sell,1242.75,stop
2020-11-11,BKNG,buy,78.4131483305117,dip_3pct_ride_trend
2020-11-20,SNPS,sell,218.50999450683594,sma50_exit
2020-11-23,INTU,buy,335.6632900766565,dip_3pct_ride_trend
2021-01-06,INTU,sell,348.26518159488876,stop
2021-01-07,MDB,buy,337.989990234375,dip_3pct_ride_trend
2021-01-21,BKNG,sell,82.84986114501953,sma50_exit
2021-01-25,MU,buy,81.1341492780827,dip_3pct_ride_trend
2021-01-27,MU,sell,72.76932258796924,stop
2021-01-28,AMAT,buy,96.78341430360598,dip_3pct_ride_trend
2021-02-23,MDB,sell,370.0615005493164,stop
2021-02-24,CRWD,buy,219.77999877929688,dip_3pct_ride_trend
2021-02-24,CRWD,sell,216.60000610351562,sma50_exit
2021-02-26,MDB,buy,384.1099853515625,dip_3pct_ride_trend
2021-03-02,MDB,sell,379.92999267578125,sma50_exit
2021-03-03,MU,buy,88.33174747925926,dip_3pct_ride_trend
2021-03-05,AMAT,sell,101.90760702525874,stop
2021-03-09,AMAT,buy,105.65858465227478,dip_3pct_ride_trend
2021-03-23,MU,sell,83.28952026367188,sma50_exit
2021-03-24,INTC,buy,60.55535486365655,dip_3pct_ride_trend
2021-04-19,AMAT,sell,123.65005235071446,stop
2021-04-20,NVDA,buy,15.28472739555049,dip_3pct_ride_trend
2021-04-20,INTC,sell,57.33112716911693,stop
2021-04-21,BKNG,buy,92.66569852431654,dip_3pct_ride_trend
2021-05-04,NVDA,sell,14.004392407157834,stop
2021-05-05,ASML,buy,613.3123260244174,dip_3pct_ride_trend
2021-05-05,BKNG,sell,91.80182647705078,sma50_exit
2021-05-12,ORCL,buy,72.49867479263044,dip_3pct_ride_trend
2021-05-12,ASML,sell,574.9850463867188,sma50_exit
2021-06-07,CRWD,buy,206.44000244140625,dip_3pct_ride_trend
